type;ident;lat;long;y_proj;x_proj;comment;display;symbol;unused1;dist;prox_index;color;altitude;depth;temp;time;wpt_class;sub_class;attrib;link;state;country;city;address;facility;crossroad;unused2;ete;dtype;model;filename;ltime;Sequenced
WAYPOINT;Caso064;-16.355541;-71.597252;-1935213.836;2831978.145;Urb. Gran poder Mz. C Lt. 2 - CERRO COLORADO; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Caso065;-16.384773;-71.548805;-1939255.014;2837091.117;Urbanización Los Arces - CAYMA; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Caso066;-16.39928;-71.491962;-1941675.638;2843347.667;Rodríguez Ballón 337 - MARIANO MELGAR; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Caso067;-16.372964;-71.630933;-1936837.992;2827934.166;Asoc. San Pedro y San Pablo MZ. M Lt. 01 - CERRO COLORADO; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Caso068;-16.372964;-71.630933;-1936837.992;2827934.166;Asoc. San Pedro y San Pablo MZ. M - CERRO COLORADO; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Caso069;-16.402013;-71.57139;-1940995.808;2834305.991;Variante Uchumayo - CERRO COLORADO; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Caso070;-16.327144;-71.5840058;-1932044.818;2833848.351;Mercado Mayorista Mz K lt 9 - CERRO COLORADO; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Caso071;-16.372005;-71.62291;-1936825.798;2828855.969;El Sillar Mz. W Lt. 12 - CERRO COLORADO; ; ; ; ; ; ;2328.1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Caso072;-16.34625;-71.6087401;-1933979.027;2830796.108;JLByR Sector IX - CERRO COLORADO; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Caso074;-16.32416;-71.6053559;-1931427.383;2831465.876;APIPA sector 2 Mz. F Lt. 9 - CERRO COLORADO; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Punto del caso sospechoso;-16.37378944;-71.55388319;-1937901.074;2836658.353;Urb. El Rosario I Mz. A lt. 01 - Cerro Colorado; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Punto inicial caso 54;-16.35079051;-71.61383906;-1934448.397;2830159.195;JLByR Sector X Mz. X Lt. 10 - CERRO COLORADO; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
WAYPOINT;Caso073;-16.377584;-71.6176287;-1937546.962;2829382.239;Gran Poder Sector 4 - CERRO COLORADO; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;No
